"inputWord","inputType","output","actualOutput"
"%o;fpg;","Legacy Font Encoding","மூழ்கிப்","மூழ்கிப்"
"NghapUe;j","Legacy Font Encoding","போயிருந்த","போயிருந்த"
"vd;id","Legacy Font Encoding","என்னை","என்னை"
"edTyfpw;F","Legacy Font Encoding","நனவுலகிற்கு","நனவுலகிற்கு"
">l;L","Legacy Font Encoding","இட்டு","இட்டு"
"te;j","Legacy Font Encoding","வந்த","வந்த"
"vd;","Legacy Font Encoding","என்","என்"
"kfspd;","Legacy Font Encoding","மகளின்","மகளின்"
"Ntz;L","Legacy Font Encoding","வேண்டு","வேண்டு"
"Nfhis","Legacy Font Encoding","கோளை","கோளை"
"Vw;W","Legacy Font Encoding","ஏற்று","ஏற்று"
"mtisAk;","Legacy Font Encoding","அவளையும்","அவளையும்"
"Vw;wpagb","Legacy Font Encoding","ஏற்றியபடி","ஏற்றியபடி"
"Jtpr;rf;fu","Legacy Font Encoding","துவிச்சக்கர","துவிச்சக்கர"
"tz;bia","Legacy Font Encoding","வண்டியை","வண்டியை"
"kpjpf;fpNwd;.","Legacy Font Encoding","மிதிக்கிறேன்.","மிதிக்கிறேன்."
"vd;","Legacy Font Encoding","என்","என்"
"rl;ilg;","Legacy Font Encoding","சட்டைப்","சட்டைப்"
"igapypUe;j","Legacy Font Encoding","பையிலிருந்த","பையிலிருந்த"
"E}W","Legacy Font Encoding","நூறு","நூறு"
"&gh","Legacy Font Encoding","ரூபா","ரூபா"
"ehis","Legacy Font Encoding","நாளை","நாளை"
"$yp","Legacy Font Encoding","$லி","$லி"
"Ntiyf;F","Legacy Font Encoding","வேலைக்கு","வேலைக்கு"
"vq;fhtJ","Legacy Font Encoding","எங்காவது","எங்காவது"
"Nghahf","Legacy Font Encoding","போயாக","போயாக"
"Ntz;Lk;","Legacy Font Encoding","வேண்டும்","வேண்டும்"
"vdw","Legacy Font Encoding","எனற","எனற"
"eph;g;ge;","Legacy Font Encoding","நிர்ப்பந்","நிர்ப்பந்"
"jj;ij","Legacy Font Encoding","தத்தை","தத்தை"
"mspj;jJ.","Legacy Font Encoding","அளித்தது.","அளித்தது."
"kUe;ijAk;","Legacy Font Encoding","மருந்தையும்","மருந்தையும்"
"kjpa","Legacy Font Encoding","மதிய","மதிய"
"czitAk;","Legacy Font Encoding","உணவையும்","உணவையும்"
"filapy;","Legacy Font Encoding","கடையில்","கடையில்"
"Ntz;b","Legacy Font Encoding","வேண்டி","வேண்டி"
"tpl;Lg;","Legacy Font Encoding","விட்டுப்","விட்டுப்"
"gf;fkhf","Legacy Font Encoding","பக்கமாக","பக்கமாக"
"fUk;Gif","Legacy Font Encoding","கரும்புகை","கரும்புகை"
"thidj;","Legacy Font Encoding","வானைத்","வானைத்"
"njhl;Lepw;fpd;wJ.","Legacy Font Encoding","தொட்டுநிற்கின்றது.","தொட்டுநிற்கின்றது."
"rw;W","Legacy Font Encoding","சற்று","சற்று"
"Kd;dhy;","Legacy Font Encoding","முன்னால்","முன்னால்"
"Nfl;l","Legacy Font Encoding","கேட்ட","கேட்ட"
"ntbr;rj;jj;ij","Legacy Font Encoding","வெடிச்சத்தத்தை","வெடிச்சத்தத்தை"
"mrl;il","Legacy Font Encoding","அசட்டை","அசட்டை"
"nra;j","Legacy Font Encoding","செய்த","செய்த"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"cs;kdk;","Legacy Font Encoding","உள்மனம்","உள்மனம்"
"VNjh","Legacy Font Encoding","ஏதோ","ஏதோ"
"tpghPjk;","Legacy Font Encoding","விபரீதம்","விபரீதம்"
"epfo;e;jij","Legacy Font Encoding","நிகழ்ந்ததை","நிகழ்ந்ததை"
"czh;j;jpaJ.","Legacy Font Encoding","உணர்த்தியது.","உணர்த்தியது."
"""mg;gh","Legacy Font Encoding","""அப்பா","""அப்பா"
"ey;y","Legacy Font Encoding","நல்ல","நல்ல"
"tbthg;Gif","Legacy Font Encoding","வடிவாப்புகை","வடிவாப்புகை"
"tUJ","Legacy Font Encoding","வருது","வருது"
"vd;d""","Legacy Font Encoding","என்ன""","என்ன"""
"gofpg;Nghd","Legacy Font Encoding","பழகிப்போன","பழகிப்போன"
"mdh;j;jq;fis","Legacy Font Encoding","அனர்த்தங்களை","அனர்த்தங்களை"
"czuKbahj","Legacy Font Encoding","உணரமுடியாத","உணரமுடியாத"
"ghyfpapd;","Legacy Font Encoding","பாலகியின்","பாலகியின்"
"thh;j;ij","Legacy Font Encoding","வார்த்தை","வார்த்தை"
"fis","Romanized Text Encoding","பிஸ்","களை"
"nrtpkLj;jgb","Legacy Font Encoding","செவிமடுத்தபடி","செவிமடுத்தபடி"
"tpiuthf","Legacy Font Encoding","விரைவாக","விரைவாக"
"vd;","Legacy Font Encoding","என்","என்"
"Jtpr;rf;fu","Legacy Font Encoding","துவிச்சக்கர","துவிச்சக்கர"
"tz;bapd;","Legacy Font Encoding","வண்டியின்","வண்டியின்"
"ngly;fis","Legacy Font Encoding","பெடல்களை","பெடல்களை"
"kpjpf;fpd;Nwd;.","Legacy Font Encoding","மிதிக்கின்றேன்.","மிதிக்கின்றேன்."
"""INah","Legacy Font Encoding","""ஐயோ","""ஐயோ"
"fkyk;","Legacy Font Encoding","கமலம்","கமலம்"
"vq;fis","Legacy Font Encoding","எங்களை","எங்களை"
"nay;yhk;","Legacy Font Encoding","யெல்லாம்","யெல்லாம்"
"tpl;bl;Lg;","Legacy Font Encoding","விட்டிட்டுப்","விட்டிட்டுப்"
"Nghapl;bNa""","Legacy Font Encoding","போயிட்டியே""","போயிட்டியே"""
"rpije;J","Legacy Font Encoding","சிதைந்து","சிதைந்து"
"cUf;Fiye;J","Legacy Font Encoding","உருக்குலைந்து","உருக்குலைந்து"
"NghapUe;j","Legacy Font Encoding","போயிருந்த","போயிருந்த"
"vd;","Legacy Font Encoding","என்","என்"
"tPl;Lf;Fs;","Legacy Font Encoding","வீட்டுக்குள்","வீட்டுக்குள்"
">Ue;J","Legacy Font Encoding","இருந்து","இருந்து"
"xypj;j","Legacy Font Encoding","ஒலித்த","ஒலித்த"
"gf;fj;JtPl;L","Legacy Font Encoding","பக்கத்துவீட்டு","பக்கத்துவீட்டு"
"%jhl;bapd;","Legacy Font Encoding","மூதாட்டியின்","மூதாட்டியின்"
"xg;ghhp","Legacy Font Encoding","ஒப்பாரி","ஒப்பாரி"
"epfo;e;jij","Legacy Font Encoding","நிகழ்ந்ததை","நிகழ்ந்ததை"
"czh;j;j............","Legacy Font Encoding","உணர்த்த............","உணர்த்த............"
"irf;fpisg;","Legacy Font Encoding","சைக்கிளைப்","சைக்கிளைப்"
"Nghl;Ltpl;L","Legacy Font Encoding","போட்டுவிட்டு","போட்டுவிட்டு"
"tpiufpd;","Legacy Font Encoding","விரைகின்","விரைகின்"
"Nwd;.","Legacy Font Encoding","றேன்.","றேன்."
"vd;","Legacy Font Encoding","என்","என்"
"ftiyfspy;,","Legacy Font Encoding","கவலைகளில்இ","கவலைகளில்இ"
"epkplq;","Legacy Font Encoding","நிமிடங்","நிமிடங்"
"fspy;","Legacy Font Encoding","களில்","களில்"
"vd;idj;","Legacy Font Encoding","என்னைத்","என்னைத்"
"Njw;wpa","Legacy Font Encoding","தேற்றிய","தேற்றிய"
"vd;","Legacy Font Encoding","என்","என்"
"kidtpapd;","Legacy Font Encoding","மனைவியின்","மனைவியின்"
"jpUtjdk;","Legacy Font Encoding","திருவதனம்","திருவதனம்"
"cUtpoe;J","Legacy Font Encoding","உருவிழந்து","உருவிழந்து"
"rpjwpg;Ngha;f;fplf;fpd;wJ.","Legacy Font Encoding","சிதறிப்போய்க்கிடக்கின்றது.","சிதறிப்போய்க்கிடக்கின்றது."
"vd;","Legacy Font Encoding","என்","என்"
"kfs;","Legacy Font Encoding","மகள்","மகள்"
"jd;","Legacy Font Encoding","தன்","தன்"
"mk;khitf;","Legacy Font Encoding","அம்மாவைக்","அம்மாவைக்"
"fl;baizj;J","Legacy Font Encoding","கட்டியணைத்து","கட்டியணைத்து"
"mo","en","mo","அழ"
"Kbahjtsha;","Legacy Font Encoding","முடியாதவளாய்","முடியாதவளாய்"
"rpije;JNghd","Legacy Font Encoding","சிதைந்துபோன","சிதைந்துபோன"
"cliy","Legacy Font Encoding","உடலை","உடலை"
"ntwpj;Jg;ghh;f;fpwhs;.","Legacy Font Encoding","வெறித்துப்பார்க்கிறாள்.","வெறித்துப்பார்க்கிறாள்."
"Nghhpd;","Legacy Font Encoding","போரின்","போரின்"
"nfhLikfshy;","Legacy Font Encoding","கொடுமைகளால்","கொடுமைகளால்"
"vj;jid","Legacy Font Encoding","எத்தனை","எத்தனை"
"Nah","Romanized Text Encoding","நஹ்","யோ"
"gpQ;Rfspd;","Legacy Font Encoding","பிஞ்சுகளின்","பிஞ்சுகளின்"
"kdq;fspw;","Legacy Font Encoding","மனங்களிற்","மனங்களிற்"
"gbe;j","Legacy Font Encoding","படிந்த","படிந்த"
"khwhj","Legacy Font Encoding","மாறாத","மாறாத"
"tLf;fs;","Legacy Font Encoding","வடுக்கள்","வடுக்கள்"
"mth;fis","Legacy Font Encoding","அவர்களை","அவர்களை"
"rpj;j","Legacy Font Encoding","சித்த","சித்த"
"RthjPdkw;wth;fsha;","Legacy Font Encoding","சுவாதீனமற்றவர்களாய்","சுவாதீனமற்றவர்களாய்"
"khw;wptpLk;","Legacy Font Encoding","மாற்றிவிடும்","மாற்றிவிடும்"
"nfhLikfshf","Legacy Font Encoding","கொடுமைகளாக","கொடுமைகளாக"
">k;kz;zpy;","Legacy Font Encoding","இம்மண்ணில்","இம்மண்ணில்"
"Gije;J","Legacy Font Encoding","புதைந்து","புதைந்து"
"GiuNahbg;Nghd","Legacy Font Encoding","புரையோடிப்போன","புரையோடிப்போன"
"mtyq;","Legacy Font Encoding","அவலங்","அவலங்"
"fspy;","Legacy Font Encoding","களில்","களில்"
"vd;","Legacy Font Encoding","என்","என்"
"kfSk;","Legacy Font Encoding","மகளும்","மகளும்"
"gq;nfLg;ghNsh","Legacy Font Encoding","பங்கெடுப்பாளோ","பங்கெடுப்பாளோ"
"vd;fpd;w","Legacy Font Encoding","என்கின்ற","என்கின்ற"
"Ngur;rk;","Legacy Font Encoding","பேரச்சம்","பேரச்சம்"
"vd;","Legacy Font Encoding","என்","என்"
"kdij","Legacy Font Encoding","மனதை","மனதை"
"Ml;nfhz;lJ.","Legacy Font Encoding","ஆட்கொண்டது.","ஆட்கொண்டது."
"kidtpapd;","Legacy Font Encoding","மனைவியின்","மனைவியின்"
">Wjpf;fphpia","Legacy Font Encoding","இறுதிக்கிரியை","இறுதிக்கிரியை"
"fSf;F","Legacy Font Encoding","களுக்கு","களுக்கு"
">k;kpasTk;","Legacy Font Encoding","இம்மியளவும்","இம்மியளவும்"
"ifapy;","Legacy Font Encoding","கையில்","கையில்"
"gzkw;w","Legacy Font Encoding","பணமற்ற","பணமற்ற"
"epiy.","Legacy Font Encoding","நிலை.","நிலை."
"cwtpdh;fsplKk;,","Legacy Font Encoding","உறவினர்களிடமும்இ","உறவினர்களிடமும்இ"
"ez;gh;fsplKk;","Legacy Font Encoding","நண்பர்களிடமும்","நண்பர்களிடமும்"
"vd;","Legacy Font Encoding","என்","என்"
"epyikapidf;","Legacy Font Encoding","நிலமையினைக்","நிலமையினைக்"
"$wpanghOJ","Legacy Font Encoding","$றியபொழுது","$றியபொழுது"
"Ie;Jk;","Legacy Font Encoding","ஐந்தும்","ஐந்தும்"
"gj;Jkhf","Legacy Font Encoding","பத்துமாக","பத்துமாக"
"VNjh","Legacy Font Encoding","ஏதோ","ஏதோ"
"njhif","Legacy Font Encoding","தொகை","தொகை"
"Nrh;e;jJ.","Legacy Font Encoding","சேர்ந்தது.","சேர்ந்தது."
"me;jf;fhy","Legacy Font Encoding","அந்தக்கால","அந்தக்கால"
"fl;lj;jpy;","Legacy Font Encoding","கட்டத்தில்","கட்டத்தில்"
"vd;","Legacy Font Encoding","என்","என்"
"kspiff;filapy;","Legacy Font Encoding","மளிகைக்கடையில்","மளிகைக்கடையில்"
"fld;","Legacy Font Encoding","கடன்","கடன்"
"Ntz;b","Legacy Font Encoding","வேண்டி","வேண்டி"
"vd;","Legacy Font Encoding","என்","என்"
"filf;fz;","Legacy Font Encoding","கடைக்கண்","கடைக்கண்"
"ghh;","Legacy Font Encoding","பார்","பார்"
"itf;Fj;","Legacy Font Encoding","வைக்குத்","வைக்குத்"
"jtk;","Legacy Font Encoding","தவம்","தவம்"
"fple;jth;fs;","Legacy Font Encoding","கிடந்தவர்கள்","கிடந்தவர்கள்"
"$l","Legacy Font Encoding","$ட","$ட"
"vd;id","Legacy Font Encoding","என்னை","என்னை"
"Mjhpf;ftpy;iyNa","Legacy Font Encoding","ஆதரிக்கவில்லையே","ஆதரிக்கவில்லையே"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"nghOJ","Legacy Font Encoding","பொழுது","பொழுது"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"mth;fs;","Legacy Font Encoding","அவர்கள்","அவர்கள்"
"Nky;","Legacy Font Encoding","மேல்","மேல்"
"rpdj;jpw;Fg;","Legacy Font Encoding","சினத்திற்குப்","சினத்திற்குப்"
"gjpyhf","Legacy Font Encoding","பதிலாக","பதிலாக"
"mDjhgk;jhd;","Legacy Font Encoding","அனுதாபம்தான்","அனுதாபம்தான்"
"gpwe;jJ.","Legacy Font Encoding","பிறந்தது.","பிறந்தது."
"""Nghhpd;","Legacy Font Encoding","""போரின்","""போரின்"
"ntwpj;jdj;jhy;","Legacy Font Encoding","வெறித்தனத்தால்","வெறித்தனத்தால்"
"czitAk;,","Legacy Font Encoding","உணவையும்இ","உணவையும்இ"
"ciliaAk;","Legacy Font Encoding","உடையையும்","உடையையும்"
"ciw","Legacy Font Encoding","உறை","உறை"
"As;fisAk;","Legacy Font Encoding","யுள்களையும்","யுள்களையும்"
">oe;j","Legacy Font Encoding","இழந்த","இழந்த"
"rKjhaj;jpd;","Legacy Font Encoding","சமுதாயத்தின்","சமுதாயத்தின்"
"kdpjh;fs;","Legacy Font Encoding","மனிதர்கள்","மனிதர்கள்"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"vt;thW","Legacy Font Encoding","எவ்வாறு","எவ்வாறு"
"cjt","Legacy Font Encoding","உதவ","உதவ"
"KbAk;O","Legacy Font Encoding","முடியும்ழு","முடியும்ழு"
"ts;Sthpd;","Legacy Font Encoding","வள்ளுவரின்","வள்ளுவரின்"
"thf;nfhd;iw","Legacy Font Encoding","வாக்கொன்றை","வாக்கொன்றை"
"rpW","Legacy Font Encoding","சிறு","சிறு"
"tajpy;","Legacy Font Encoding","வயதில்","வயதில்"
"gbj;j","Legacy Font Encoding","படித்த","படித்த"
"Qhgfk;.","Legacy Font Encoding","ஞாபகம்.","ஞாபகம்."
">Wjpf;","Legacy Font Encoding","இறுதிக்","இறுதிக்"
"fphpiafs;","Legacy Font Encoding","கிரியைகள்","கிரியைகள்"
"Kbe;Jtpl;ld.","Legacy Font Encoding","முடிந்துவிட்டன.","முடிந்துவிட்டன."
"cwT","Legacy Font Encoding","உறவு","உறவு"
"fSk;","Legacy Font Encoding","களும்","களும்"
"vd;","Legacy Font Encoding","என்","என்"
">ayhikia","Legacy Font Encoding","இயலாமையை","இயலாமையை"
"vil","Romanized Text Encoding","வில்","எடை"
"Nghl;L","Legacy Font Encoding","போட்டு","போட்டு"
"vd;id","Legacy Font Encoding","என்னை","என்னை"
"tpl;L","Legacy Font Encoding","விட்டு","விட்டு"
"mfd;W","Legacy Font Encoding","அகன்று","அகன்று"
"tpl;ld.","Legacy Font Encoding","விட்டன.","விட்டன."
">uz;lhz;Lfs;","Legacy Font Encoding","இரண்டாண்டுகள்","இரண்டாண்டுகள்"
"Xbf;","Legacy Font Encoding","ஓடிக்","ஓடிக்"
"fope;J","Legacy Font Encoding","கழிந்து","கழிந்து"
"tpl;ld.","Legacy Font Encoding","விட்டன.","விட்டன."
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"fl;biy","Legacy Font Encoding","கட்டிலை","கட்டிலை"
"tpl;L","Legacy Font Encoding","விட்டு","விட்டு"
"efu","Legacy Font Encoding","நகர","நகர"
"Kbahj","Legacy Font Encoding","முடியாத","முடியாத"
">ayhik","Legacy Font Encoding","இயலாமை","இயலாமை"
"'ghhpr","Legacy Font Encoding","'பாரிச","'பாரிச"
"thjk;'","Legacy Font Encoding","வாதம்'","வாதம்'"
"vd;gJ","Legacy Font Encoding","என்பது","என்பது"
">Jjhd;","Legacy Font Encoding","இதுதான்","இதுதான்"
"vd;g","Legacy Font Encoding","என்ப","என்ப"
"jw;F","Legacy Font Encoding","தற்கு","தற்கு"
"cjhuz","Legacy Font Encoding","உதாரண","உதாரண"
"kdpjdhf","Legacy Font Encoding","மனிதனாக","மனிதனாக"
">d;W","Legacy Font Encoding","இன்று","இன்று"
"ehd;.","Legacy Font Encoding","நான்.","நான்."
"""mg;gh","Legacy Font Encoding","""அப்பா","""அப்பா"
"ePq;f","Legacy Font Encoding","நீங்க","நீங்க"
"ftiyg;glh","Legacy Font Encoding","கவலைப்படா","கவலைப்படா"
"Njq;Nfh.","Legacy Font Encoding","தேங்கோ.","தேங்கோ."
"ehd;","Legacy Font Encoding","நான்","நான்"
"mg;gk;","Legacy Font Encoding","அப்பம்","அப்பம்"
"Rl;lhtJ","Legacy Font Encoding","சுட்டாவது","சுட்டாவது"
"cq;fisf;","Legacy Font Encoding","உங்களைக்","உங்களைக்"
"fhg;ghj;Jtd;""","Legacy Font Encoding","காப்பாத்துவன்""","காப்பாத்துவன்"""
"gj;J","Legacy Font Encoding","பத்து","பத்து"
"taJ","en","taJ","வயது"
"kfspd;","Legacy Font Encoding","மகளின்","மகளின்"
"mwpTG+h;tkhd","Legacy Font Encoding","அறிவுபு+ர்வமான","அறிவுபு+ர்வமான"
"md;","Legacy Font Encoding","அன்","அன்"
"Giuia","Legacy Font Encoding","புரையை","புரையை"
"Vw;fNtz;ba","Legacy Font Encoding","ஏற்கவேண்டிய","ஏற்கவேண்டிய"
">f;fl;lhd","Legacy Font Encoding","இக்கட்டான","இக்கட்டான"
"#o;epiy","Legacy Font Encoding","சூழ்நிலை","சூழ்நிலை"
"vdf;F.","Legacy Font Encoding","எனக்கு.","எனக்கு."
"vd;","Legacy Font Encoding","என்","என்"
"gpQ;rpd;","Legacy Font Encoding","பிஞ்சின்","பிஞ்சின்"
"ciog;gpy;","Legacy Font Encoding","உழைப்பில்","உழைப்பில்"
"tho;f;ifia","Legacy Font Encoding","வாழ்க்கையை","வாழ்க்கையை"
"Xl;Lk;","Legacy Font Encoding","ஓட்டும்","ஓட்டும்"
"vd;","Legacy Font Encoding","என்","என்"
"tho;f;","Legacy Font Encoding","வாழ்க்","வாழ்க்"
"if......","Legacy Font Encoding","கை......","கை......"
">J","Legacy Font Encoding","இது","இது"
"Njitjhdh......","Legacy Font Encoding","தேவைதானா......","தேவைதானா......"
"Rik","Legacy Font Encoding","சுமை","சுமை"
"jhq;f","Legacy Font Encoding","தாங்க","தாங்க"
"Ntz;ba","Legacy Font Encoding","வேண்டிய","வேண்டிய"
"ehq;fNs","Legacy Font Encoding","நாங்களே","நாங்களே"
"Rik","Legacy Font Encoding","சுமை","சுமை"
"ahfpa","Legacy Font Encoding","யாகிய","யாகிய"
"mtyk;.","Legacy Font Encoding","அவலம்.","அவலம்."
">J","Legacy Font Encoding","இது","இது"
">e;j","Legacy Font Encoding","இந்த","இந்த"
"nrk;kz;","Legacy Font Encoding","செம்மண்","செம்மண்"
"khj;jpuk;","Legacy Font Encoding","மாத்திரம்","மாத்திரம்"
"fz;l","Legacy Font Encoding","கண்ட","கண்ட"
"tuyhW.","Legacy Font Encoding","வரலாறு.","வரலாறு."
"fiwahd;","Legacy Font Encoding","கறையான்","கறையான்"
"fshf","Legacy Font Encoding","களாக","களாக"
">r;r%fj;ij","Legacy Font Encoding","இச்சமூகத்தை","இச்சமூகத்தை"
"NghUk;","Legacy Font Encoding","போரும்","போரும்"
"mjd;","Legacy Font Encoding","அதன்","அதன்"
"tpisTfSk;","Legacy Font Encoding","விளைவுகளும்","விளைவுகளும்"
"mhpj;Jf;","Legacy Font Encoding","அரித்துக்","அரித்துக்"
"nfhz;","Legacy Font Encoding","கொண்","கொண்"
"bUf;Fk;","Legacy Font Encoding","டிருக்கும்","டிருக்கும்"
"FUjpAz;Zk;","Legacy Font Encoding","குருதியுண்ணும்","குருதியுண்ணும்"
"G+kp","Legacy Font Encoding","பு+மி","பு+மி"
">J.","Legacy Font Encoding","இது.","இது."
"""mg;gh","Legacy Font Encoding","""அப்பா","""அப்பா"
"Nghapl;L","Legacy Font Encoding","போயிட்டு","போயிட்டு"
"thwd;","Legacy Font Encoding","வாறன்","வாறன்"
"ftdkh","Legacy Font Encoding","கவனமா","கவனமா"
">Uq;Nfh""","Legacy Font Encoding","இருங்கோ""","இருங்கோ"""
"vd;dplk;","Legacy Font Encoding","என்னிடம்","என்னிடம்"
"vd;","Legacy Font Encoding","என்","என்"
"kfs;","Legacy Font Encoding","மகள்","மகள்"
"tpilngw;Wr;","Legacy Font Encoding","விடைபெற்றுச்","விடைபெற்றுச்"
"nry;yTk;","Legacy Font Encoding","செல்லவும்","செல்லவும்"
"""$....","Legacy Font Encoding","""$....","""$...."
"$.....","Legacy Font Encoding","$.....","$....."
"$.....","Legacy Font Encoding","$.....","$....."
"(ahTk;","Legacy Font Encoding","(யாவும்","(யாவும்"
"fw;gid)","Legacy Font Encoding","கற்பனை)","கற்பனை)"
